"purchase_date","item_id","item_name","quantity","total_price","promo_id","promo_name","price_deduction","price_after_promo"
"2022-07-02",387,"AMLODIPINE BESILATE KIMIA FARMA 5 MG BOX 50 TABLET",3,25866,NULL,NULL,NULL,NULL
"2022-07-02",254,"TURTLENECK (kerah keriting) Baju Rajut Halus Kaos Import Wanita Lengan - Cream",1,69000,2,"GRATIS_ONGKIR",5000,64000
"2022-07-02",30,"Timbangan Kopi Dapur Mini Digital Scale 3000g 0.1g",2,114000,NULL,NULL,NULL,NULL
"2022-07-02",218,"Jaket Outdoor Waterproof Gunung Anti Air - Pleasur PETRO, M",1,119900,NULL,NULL,NULL,NULL
"2022-07-02",431,"NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL]",3,27600,2,"GRATIS_ONGKIR",5000,22600
"2022-07-02",228,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",2,194000,NULL,NULL,NULL,NULL
"2022-07-02",434,"SCABIMITE CREAM 30GR",3,215100,NULL,NULL,NULL,NULL
"2022-07-03",371,"SUNISA Air cushian foundation BB cream BERKUALITAS - natural",1,19500,NULL,NULL,NULL,NULL
"2022-07-03",427,"PROSTACOM 5 MG BOX 30 TABLET",3,202710,NULL,NULL,NULL,NULL
"2022-07-03",322,"ESQA Flawless Liquid Mini Concealer - Vanilla",2,90000,NULL,NULL,NULL,NULL
"2022-07-03",265,"Jaket Wanita Bahan Rajut Import Terkini - Putih",3,465000,2,"GRATIS_ONGKIR",5000,460000
"2022-07-03",129,"Kartu RFID 13,56 MHz S50 1K / M1fare compatible",1,1670,2,"GRATIS_ONGKIR",5000,0
"2022-07-03",330,"BLP - Face Concealer - 5g - Corrector - Honey",2,278000,NULL,NULL,NULL,NULL
"2022-07-03",324,"Evian Facial Spray [50/150/300ml] 100% ORI BPOM - 50ml",1,66900,NULL,NULL,NULL,NULL
"2022-07-03",283,"jaket parasut wanita /jaket turbo superroots - Putih, M",1,60000,NULL,NULL,NULL,NULL
"2022-07-03",44,"Pompa Galon Charge Electric",1,37990,2,"GRATIS_ONGKIR",5000,32990
"2022-07-03",153,"SWEATER POLOS PRIA BAHAN RAJUT LONG NECK KERAH TINGGI TURTLE NECK - Hitam, M setara L",3,228000,2,"GRATIS_ONGKIR",5000,223000
"2022-07-03",139,"Deli Penghancur Kertas Paper Shredder Kapasitas 6 Lembar 12 Ltr E9945",1,490000,2,"GRATIS_ONGKIR",5000,485000
"2022-07-03",413,"Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata",3,825000,NULL,NULL,NULL,NULL
"2022-07-03",29,"alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng",3,105000,NULL,NULL,NULL,NULL
"2022-07-03",71,"Roda kulkas Alas kulkas Alas mesin cuci alas lemari es Doble roda",2,310000,NULL,NULL,NULL,NULL
"2022-07-03",179,"Jaket Bomber Pria Taslan Tahan Air dan angin Casual simpel - Biru., M",1,128000,NULL,NULL,NULL,NULL
"2022-07-03",156,"House of Smith Jacket - Ketlar 2 - XL",2,370000,2,"GRATIS_ONGKIR",5000,365000
"2022-08-20",388,"BENOSON N KRIM 15 GRAM",3,122052,2,"GRATIS_ONGKIR",5000,117052
"2022-07-03",94,"Fingerprint ICON 16 Mesin Absensi Sidik Jari seperti FINGER PRINT A3",3,1245000,2,"GRATIS_ONGKIR",5000,1240000
"2022-07-03",128,"ACE - Krisbow Mesin Penghancur Kertas S215",1,699000,2,"GRATIS_ONGKIR",5000,694000
"2022-07-03",240,"Sweater Candiez Oversize Wanita Sweatshirt Crewneck Switer Terkini - Denim - Mint, L",2,101000,2,"GRATIS_ONGKIR",5000,96000
"2022-07-03",394,"ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan",3,435000,2,"GRATIS_ONGKIR",5000,430000
"2022-07-03",12,"Regulator Meter Gas LPG Star Cam Tekanan Rendah StarCam SC-23M",3,327000,NULL,NULL,NULL,NULL
"2022-07-03",240,"Sweater Candiez Oversize Wanita Sweatshirt Crewneck Switer Terkini - Denim - Mint, L",3,151500,NULL,NULL,NULL,NULL
"2022-07-03",76,"Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935",1,231000,NULL,NULL,NULL,NULL
"2022-07-03",432,"Callusol 10ml / obat kapalan / obat kutil / obat kulit mengeras",2,62000,2,"GRATIS_ONGKIR",5000,57000
"2022-07-03",50,"Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g",1,30999,NULL,NULL,NULL,NULL
"2022-07-03",223,"Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M",3,374700,2,"GRATIS_ONGKIR",5000,369700
"2022-07-04",400,"VENTOLIN 2.5MG NEBULES 4`S/SALBUTAMOL/ASMA/SESAK NAFAS",2,104000,NULL,NULL,NULL,NULL
"2022-07-04",14,"Lalulaku Timbangan Buah Digital Scale Double Computing 40kg",2,436000,NULL,NULL,NULL,NULL
"2022-07-04",214,"Okechuku Rompi Rajut Pria Vest Rajut Pria KREM LIST PUTIH Vest Pria - M",3,194700,NULL,NULL,NULL,NULL
"2022-07-04",246,"JAKET WANITA JAKET PARKA JAKET SEMI PARKA ORIGINAL - SANDANGMAS MULYA - Blazer Abu, M",1,130000,NULL,NULL,NULL,NULL
"2022-07-04",167,"MSMO Bram Cardigan Pria / Outer Cowo - BW, M",1,159000,2,"GRATIS_ONGKIR",5000,154000
"2022-07-04",197,"X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M",3,375000,2,"GRATIS_ONGKIR",5000,370000
"2022-07-04",216,"Jaket pria musim dingin long coat/mantel musim dingin tebal - Abu muda, S",2,387600,2,"GRATIS_ONGKIR",5000,382600
"2022-07-04",60,"Holder Pengangkat Galon / Alat Angkat Air Galon Double Handle - Hijau",1,2380,NULL,NULL,NULL,NULL
"2022-07-04",296,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",2,130000,2,"GRATIS_ONGKIR",5000,125000
"2022-07-04",110,"Kartu Pvc Polos Blank iD card bs inkjet Tanpa Chip Thermal Overlay ISO",2,1050,2,"GRATIS_ONGKIR",5000,0
"2022-07-04",129,"Kartu RFID 13,56 MHz S50 1K / M1fare compatible",2,3340,2,"GRATIS_ONGKIR",5000,0
"2022-07-04",419,"ZHENG GU SHUI 100ML YULIN SARAS SUBUR ABADI",3,253935,2,"GRATIS_ONGKIR",5000,248935
"2022-07-04",63,"ZENRak penyimpanan 5 tingkat stainless steel rak dapur serbaguna - Silver",3,837000,NULL,NULL,NULL,NULL
"2022-07-04",154,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",2,260000,NULL,NULL,NULL,NULL
"2022-07-04",113,"Mesin Laminating A4 / F4 ( 230 mm ) 822 Fitur Combo Laminating + Paper",3,555000,2,"GRATIS_ONGKIR",5000,550000
"2022-07-05",72,"Pompa Galon Air Elektrik B14 Water Dispenser Electric Pump Automatic",1,110000,2,"GRATIS_ONGKIR",5000,105000
"2022-07-05",53,"Regulator Winn Gas W-900 M Double Lock (Dengan Meteran)",3,292500,NULL,NULL,NULL,NULL
"2022-07-05",53,"Regulator Winn Gas W-900 M Double Lock (Dengan Meteran)",1,97500,NULL,NULL,NULL,NULL
"2022-07-05",273,"Premium Outwear Rompi Rajut Tebal Wanita Outer Knit Vest Bigsize - Navy",3,164700,2,"GRATIS_ONGKIR",5000,159700
"2022-07-05",215,"Baju rompi lapangan/Outdoor Multifungsi - biru navy, M",1,75999,NULL,NULL,NULL,NULL
"2022-07-05",66,"tabung gas 3 kg / Tabung Gas 3kg Kosong / Tabung Gas Melon 3kg",3,485997,NULL,NULL,NULL,NULL
"2022-07-05",122,"Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery",3,384000,NULL,NULL,NULL,NULL
"2022-07-05",88,"Alat Laminating JOYKO LM 01 size A4 & F4 Mesin Laminator Ekonomis Watt",1,269000,NULL,NULL,NULL,NULL
"2022-07-05",128,"ACE - Krisbow Mesin Penghancur Kertas S215",3,2097000,2,"GRATIS_ONGKIR",5000,2092000
"2022-07-05",45,"Hi-Cook Water Pump/Pompa Galon Manual Tipe WP-M1",2,72000,NULL,NULL,NULL,NULL
"2022-07-05",252,"Jaket Motor Harian Gunung Casual Pria Musim Hujan Anti Air Tahan Angin - HITAM ABU, M",1,100000,NULL,NULL,NULL,NULL
"2022-07-05",407,"CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET",1,13135,2,"GRATIS_ONGKIR",5000,8135
"2022-07-05",52,"Sanken Dispenser Galon Bawah HWD 520 IC HWD-520IC",1,1415000,NULL,NULL,NULL,NULL
"2022-07-05",213,"Rompi Motor Polos X Urband A316 - Marun, M",1,85000,NULL,NULL,NULL,NULL
"2022-07-05",117,"Mouse Wireless Pointer Untuk Presentasi Terlarisss !!!",2,95800,NULL,NULL,NULL,NULL
"2022-07-05",73,"T&W Pompa Air Galon Elektrik Dispenser Dengan Tatakan Water Pump - Putih",2,159800,2,"GRATIS_ONGKIR",5000,154800
"2022-07-05",133,"Hand Operated Paper CD Card Shredder / Penghancur Kertas Manual - Blue - Biru",2,119600,2,"GRATIS_ONGKIR",5000,114600
"2022-07-05",381,"FUFANG EJIAO JIANG 12 BOTOL KEMASAN BARU!! OBAT DEMAM BERDARAH",2,435998,2,"GRATIS_ONGKIR",5000,430998
"2022-07-05",16,"Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g",1,43000,NULL,NULL,NULL,NULL
"2022-07-05",229,"CARDIGAN OVERSIZE Wanita Polos KEINO Outer Kardigan Lengan Panjang - Grey",2,94000,NULL,NULL,NULL,NULL
"2022-07-05",211,"Jaket winter pria untuk musim dingin / outdoor - Abu Tua, XXL",1,185000,2,"GRATIS_ONGKIR",5000,180000
"2022-07-05",34,"ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat",1,169000,NULL,NULL,NULL,NULL
"2022-07-06",166,"Rompi Kain Katun Pria - Rompi lapangan - Rompi outdoor Murah - Khaki, L",2,139000,NULL,NULL,NULL,NULL
"2022-07-06",28,"GEA HALLEY W Dispenser Galon Bawah - Hitam",3,4977000,2,"GRATIS_ONGKIR",5000,4972000
"2022-07-06",233,"Parayu - Jas Blazer Wanita Kancing Satu Formal Kantoran - Hitam, M",1,162500,2,"GRATIS_ONGKIR",5000,157500
"2022-07-06",411,"Takabb Handy PackThailand/Takabb cough untuk sakit tenggorokan - ORIGINAL",1,25500,2,"GRATIS_ONGKIR",5000,20500
"2022-07-06",16,"Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g",2,86000,2,"GRATIS_ONGKIR",5000,81000
"2022-07-06",437,"GLIMEPIRIDE HEXPHARM 2 MG BOX 100 TABLET",3,65172,2,"GRATIS_ONGKIR",5000,60172
"2022-07-06",56,"REGULATOR WINN GAS LPG Tekanan Tinggi High Pressure w 181 nm",2,131000,NULL,NULL,NULL,NULL
"2022-07-06",428,"SUVESCO 10 MG BOX 20 TABLET",3,69642,2,"GRATIS_ONGKIR",5000,64642
"2022-07-06",149,"STAND MEJA TATAKAN PROJECTOR TRIPOD FULL BESI - TRAY ONLY",2,220000,2,"GRATIS_ONGKIR",5000,215000
"2022-07-06",34,"ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat",1,169000,NULL,NULL,NULL,NULL
"2022-07-06",416,"CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET",1,25260,2,"GRATIS_ONGKIR",5000,20260
"2022-07-06",418,"XENICAL 120 MG blister 21 kAPSUL",2,493000,NULL,NULL,NULL,NULL
"2022-07-06",179,"Jaket Bomber Pria Taslan Tahan Air dan angin Casual simpel - Biru., M",1,128000,2,"GRATIS_ONGKIR",5000,123000
"2022-07-06",26,"REGULATOR WINN GAS W181 M LPG Tekanan Tinggi High Pressure + Meteran",3,224850,2,"GRATIS_ONGKIR",5000,219850
"2022-07-06",255,"Cammomile Blazer wanita tpj 1904061 - WhiteV8, S",1,109000,2,"GRATIS_ONGKIR",5000,104000
"2022-12-30",238,"DUMA x NAGITA - CHAI BLAZER SHIRT NAVY",2,1350000,NULL,NULL,NULL,NULL
"2022-07-06",408,"PULMICORT 0.5MG RESPULES 5'S/BUDESONIDE/ASMA/SESAK NAFAS",3,279000,2,"GRATIS_ONGKIR",5000,274000
"2022-07-06",198,"jaket rompi motor parasut - hitam, M - Hitam, M",1,39500,NULL,NULL,NULL,NULL
"2022-07-06",389,"STERIMAR BABY NASAL SPRAY 50ML / BAYI / OBAT BAYI / BATUK / FLU",3,478800,2,"GRATIS_ONGKIR",5000,473800
"2022-07-06",307,"STUDIO TROPIK DreamSetter Glowy Make-up Setting Spray - 130 ml",1,157500,2,"GRATIS_ONGKIR",5000,152500
"2022-07-06",252,"Jaket Motor Harian Gunung Casual Pria Musim Hujan Anti Air Tahan Angin - HITAM ABU, M",2,200000,NULL,NULL,NULL,NULL
"2022-07-06",55,"Timbangan Dapur Mangkok 10KG / Timbangan Digital Kitchen Scale 10KG",2,62000,NULL,NULL,NULL,NULL
"2022-07-06",316,"HALOLIGHT Luminizing Stick Rollover Reaction - Roseate Glow",3,267000,NULL,NULL,NULL,NULL
"2022-07-06",105,"Kartu Nama 2 Sisi Dengan Laminating - GLOSSY, PTG LANCIP",3,179997,2,"GRATIS_ONGKIR",5000,174997
"2022-07-06",10,"DESTEC Regulator Gas Non-Meter Tekanan Rendah COM 201-S",3,237000,2,"GRATIS_ONGKIR",5000,232000
"2022-07-06",43,"Maxim Tools Can Opener - Pembuka Kaleng Stainless Steel",1,55550,NULL,NULL,NULL,NULL
"2022-07-07",114,"GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303",1,55000,NULL,NULL,NULL,NULL
"2022-07-07",150,"Kain Layar Proyektor Tempel Dinding Anti-light Ambient Screen Silver - 60",1,99000,2,"GRATIS_ONGKIR",5000,94000
"2022-07-07",420,"VALENOR 2 TAB 1X2`S/LEVONOGERSTROL/KONTRASEPSI DARURAT/KB",3,55365,2,"GRATIS_ONGKIR",5000,50365
"2022-07-07",374,"O.TWO.O Makeup Blush Stick Hydrating Gloss Lip & Cheek 6 Colors Beauty - 05 OBSESSED",2,106000,NULL,NULL,NULL,NULL
"2022-07-07",412,"obat luka diabetes luka bakar Koreng eksim Myrhax Salep Isi 20 gr",3,75000,2,"GRATIS_ONGKIR",5000,70000
"2022-07-07",318,"PIXY Stay Last Serum Foundation 4 Beauty Benefits 03 Natural Beige",1,49875,NULL,NULL,NULL,NULL
"2022-07-07",445,"VALENOR 2 TAB 1X2`S",3,58275,NULL,NULL,NULL,NULL
"2022-07-07",154,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",2,260000,NULL,NULL,NULL,NULL
"2022-07-07",326,"MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade",1,135290,2,"GRATIS_ONGKIR",5000,130290
"2022-07-07",24,"Scale Kitchen Timbangan Dapur Digital SF 400 Max 10 KG Bahan Kue camry",3,91800,NULL,NULL,NULL,NULL
"2022-07-07",369,"Wardah Lightening Liquid Concealer 7 g - 01 Light",1,35200,NULL,NULL,NULL,NULL
"2022-07-07",231,"DUMA - RAMI CARDI GREEN - Size 1",1,650000,2,"GRATIS_ONGKIR",5000,645000
"2022-07-07",298,"Atasan Wanita Bahan Rajut Cardigan Import - CardiGCBiru",1,142000,2,"GRATIS_ONGKIR",5000,137000
"2022-07-07",327,"Bless Acne Face Powder - IVORY",3,231750,2,"GRATIS_ONGKIR",5000,226750
"2022-07-07",354,"YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508",2,198000,2,"GRATIS_ONGKIR",5000,193000
"2022-07-07",398,"VENTOLIN INHALER 100 MCG 200 DOSIS",1,129500,2,"GRATIS_ONGKIR",5000,124500
"2022-07-07",237,"Monellina Fashion Cardigan Polos XXL Jumbo Murah Wanita Kekinian - Hitam, XXL",1,30000,NULL,NULL,NULL,NULL
"2022-07-07",89,"Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL",2,128040,NULL,NULL,NULL,NULL
"2022-07-07",319,"Luxcrime Blur & Cover Two Way Cake in Buttercream - Mini size 4.5gr",2,145360,2,"GRATIS_ONGKIR",5000,140360
"2022-07-07",277,"CLOUWNY - Denis Jacket Premium Canvas Twill Jaket Unisex Casual - Brick, XXL",1,189000,2,"GRATIS_ONGKIR",5000,184000
"2022-07-07",406,"BEROTEC MDI 100 MCG INHALER",3,296907,2,"GRATIS_ONGKIR",5000,291907
"2022-07-07",68,"KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon",2,6600,NULL,NULL,NULL,NULL
"2022-07-07",31,"Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik",2,137776,NULL,NULL,NULL,NULL
"2022-07-07",236,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",3,195000,NULL,NULL,NULL,NULL
"2022-07-08",416,"CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET",1,25260,2,"GRATIS_ONGKIR",5000,20260
"2022-07-08",165,"CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN",3,780000,2,"GRATIS_ONGKIR",5000,775000
"2022-07-08",43,"Maxim Tools Can Opener - Pembuka Kaleng Stainless Steel",2,111100,NULL,NULL,NULL,NULL
"2022-07-08",385,"LOHANKUO / LO HAN KUO INFUSION PEREDA PANAS DALAM TERMURAH TERLARIS",3,59700,NULL,NULL,NULL,NULL
"2022-07-08",364,"LT Pro Smooth Corrector Cream Foundation - Yellow Orange",2,300000,2,"GRATIS_ONGKIR",5000,295000
"2022-07-08",86,"Fingerprint ICON 16 Mesin Absensi Sidik Jari SSR Original",1,415000,NULL,NULL,NULL,NULL
"2022-07-08",97,"BASEUS LASER POINTER ORANGE DOT WIRELESS PRESENTER PRESENTASI",2,318000,NULL,NULL,NULL,NULL
"2022-07-08",238,"DUMA x NAGITA - CHAI BLAZER SHIRT NAVY",2,1350000,NULL,NULL,NULL,NULL
"2022-07-08",25,"Selang & Regulator Gas Quantum QRL - 032",1,94000,NULL,NULL,NULL,NULL
"2022-07-08",301,"MAKE OVER Silky Smooth Translucent Powder 35 g - Bedak Tabur - 06 Buttermilk",3,326250,NULL,NULL,NULL,NULL
"2022-07-08",38,"Lavios Pompa Galon Elektrik WD-100 Dispenser Electric Air Minum",1,26000,2,"GRATIS_ONGKIR",5000,21000
"2022-07-08",215,"Baju rompi lapangan/Outdoor Multifungsi - biru navy, M",1,75999,NULL,NULL,NULL,NULL
"2022-07-08",381,"FUFANG EJIAO JIANG 12 BOTOL KEMASAN BARU!! OBAT DEMAM BERDARAH",2,435998,NULL,NULL,NULL,NULL
"2022-07-08",17,"SELANG PAKET REGULATOR PSFR WINN GAS W 900 METER DOUBLE LOCK",3,405000,2,"GRATIS_ONGKIR",5000,400000
"2022-07-08",338,"PINKFLASH OhMyBreath Liquid Concealer Tahan Air Tahan Lama PFF04 - 1",3,68700,NULL,NULL,NULL,NULL
"2022-07-08",196,"Terbaru, Jaket Parasut Original Waterproof - Trov Maron Grey, L",2,338000,2,"GRATIS_ONGKIR",5000,333000
"2022-07-08",47,"Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum",3,66000,NULL,NULL,NULL,NULL
"2022-07-08",186,"sweater crewneck H&M basic polos original pria dan wanita full lebel - Hitam, M",2,121000,NULL,NULL,NULL,NULL
"2022-07-08",292,"THENBLANK | Dapper Blazer | Black - S",3,747000,NULL,NULL,NULL,NULL
"2022-07-08",92,"MESIN ABSENSI / MESIN ABSEN / SIDIK JARI / FINGER PRINT A3 - Mesin Absen",1,400000,2,"GRATIS_ONGKIR",5000,395000
"2022-07-08",427,"PROSTACOM 5 MG BOX 30 TABLET",3,202710,NULL,NULL,NULL,NULL
"2022-07-08",289,"Baju Inner Tanpa Lengan Sleeveless - Atasan Daleman Busui / Blazer - Hitam, L",2,110000,2,"GRATIS_ONGKIR",5000,105000
"2022-07-08",417,"mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain",2,550000,2,"GRATIS_ONGKIR",5000,545000
"2022-07-08",157,"JAKET BOLAK BALIK BB OUTERWEAR OUTWEAR PRIA SPORTY RUNNING WATERPROOF - Maroon, M",3,420000,2,"GRATIS_ONGKIR",5000,415000
"2022-07-08",68,"KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon",2,6600,2,"GRATIS_ONGKIR",5000,1600
"2022-07-08",396,"LO HAN KUO INFUSION / MINUMAN PENYEGAR/ PANAS DALAM / BATUK",2,49000,2,"GRATIS_ONGKIR",5000,44000
"2022-07-08",402,"PULMICORT 0.25MG RESPULES 5`S/BUDESONIDE/ASMA/SESAK NAFAS",2,145000,NULL,NULL,NULL,NULL
"2022-07-08",9,"Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah",2,207800,NULL,NULL,NULL,NULL
"2022-07-08",421,"LO HAN KUO LOHANKUO LOHAN KUO INFUSION SSA",1,21500,NULL,NULL,NULL,NULL
"2022-07-08",307,"STUDIO TROPIK DreamSetter Glowy Make-up Setting Spray - 130 ml",2,315000,NULL,NULL,NULL,NULL
"2022-07-09",50,"Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g",1,30999,2,"GRATIS_ONGKIR",5000,25999
